203.86,115.622
68.9025,124.229
171.342,171.57
211.787,29.3406
479.373,48.1993
20.8262,44.8056
331.38,70.9525
147.331,282.614
44.3345,150.604
8.15312,218.255
390.701,223.014
286.814,83.0504
371.645,75.7092
363.533,8.19105
388.03,63.3394
169.481,149.717
337.082,13.2582
162.501,203.801
457.005,111.355
243.521,29.5583
450.085,22.5663
189.241,280.567
397.841,84.7972
329.099,93.6957
293.664,192.608
18.1311,9.98795
224.17,103.496
477.724,262.379
209.119,96.561
448.337,126.8
61.1105,33.2879
69.4916,148.662
34.3265,271.296
183.127,137.496
474.232,97.4549
307.278,92.1349
29.4593,90.3393
138.91,38.4367
300.803,63.389
58.6265,178.658
138.938,183.487
481.958,118.934
487.585,144.134
431.983,204.509
59.5257,244.008
418.392,79.3295
142.822,196.642
14.2705,202.967
139.187,169.992
145.705,61.2448
182.549,213.328
482.631,282.099
68.817,272.608
155.575,166.063
50.2409,286.929
410.203,186.715
185.435,181.719
446.322,146.273
400.471,46.5503
483.646,246.295
477.845,145.242
407.234,282.095
350.114,280.578
466.45,146.803
188.75,93.3291
219.162,283.318
483.977,16.8666
432.763,137.339
468.79,160.906
135.503,13.7939
189.303,199.026
482.102,161.084
372.824,208.074
371.805,45.7048
422.21,57.1369
